S. No.,College Name,College Type,State Name
324,V.S.R. & A.M. Degree College (Id: C-32820),Affiliated College,Andhra Pradesh
325,V.S.R. & N.V.R. College (Id: C-32705),Affiliated College,Andhra Pradesh
326,V.T.J.M. & I.V.T.R. Degree College (Id: C-32623),Affiliated College,Andhra Pradesh
327,V.V. & M. College (Id: C-32753),Affiliated College,Andhra Pradesh
328,Vyshnavi College of Education (Id: C-37216),Affiliated College,Andhra Pradesh
329,"Vyshnavi Degree College, Thripurantakam (Id: C-41018)",Affiliated College,Andhra Pradesh
330,Y.A. Govt. College for Women (Id: C-32734),Affiliated College,Andhra Pradesh
331,"Yaswanth College of Education,Bestavaripeta (Id: C-39482)",Affiliated College,Andhra Pradesh
332,"Agricultultural College, Bapatla (Id: C-26378)",Constituent / University College,Andhra Pradesh
333,"Agricultural College, Aswaraopet (Id: C-26380)",Constituent / University College,Telangana
334,"Agricultural College, Jagtial (Id: C-26376)",Constituent / University College,Telangana
335,"Agricultural College, Mahanandi (Id: C-26377)",Constituent / University College,Andhra Pradesh
336,"Agricultural College, Naira (Id: C-26375)",Constituent / University College,Andhra Pradesh
337,"Agricultural College, Rajahmundry (Id: C-26369)",Constituent / University College,Andhra Pradesh
338,"Collage of Agriculture, Rajendranagar (Id: C-26372)",Constituent / University College,Telangana
339,"College of Agricultural Engineering, Bapatla (Id: C-26373)",Constituent / University College,Andhra Pradesh
340,"College of Agricultural Engineering, Madakasira (Id: C-26381)",Constituent / University College,Andhra Pradesh
341,"College of Food Science and Technology, Bapatla (Id: C-26371)",Constituent / University College,Andhra Pradesh
342,"College of Food Science and Technology, Pulivendula (Id: C-26379)",Constituent / University College,Andhra Pradesh
343,"College of Home Science, Hyderabad (Id: C-26370)",Constituent / University College,Telangana
344,"S.V. Agricultural College, Tirupathi (Id: C-26374)",Constituent / University College,Andhra Pradesh
345,"Adesh Institute of Dental Sciences & Research, Baranala Road, Bathinda (Id: C-29246)",Constituent / University College,Punjab
346,"Adesh Institute of Medical Sciences & Research, Barnala Road (Id: C-29187)",Constituent / University College,Punjab
347,"Adesh Institute of Pharmacy & Biomedical Sciences, Bathinda (Id: C-10496)",Constituent / University College,Punjab
348,"College of Nursing, Adesh Institute of Medical Sciences & Research, Bathinda (Id: C-29249)",Constituent / University College,Punjab
349,"College of Physiotherapy, Adesh Institute of Medical Sciences & Research, Bathinda (Id: C-29162)",Constituent / University College,Punjab
350,ABHYUDAYA DEGREE COLLEGE (Id: C-24297),Affiliated College,Andhra Pradesh
351,Adarsa Degree College (Id: C-24193),Affiliated College,Andhra Pradesh
352,"Aditya Degree College, Cinema Road, Tatipaka (Id: C-26816)",Affiliated College,Andhra Pradesh
353,"Aditya Degree College for Women, Rajahmundry (Id: C-26823)",Affiliated College,Andhra Pradesh
354,"Aditya Degree College for Women, Santinagar, Kakinada (Id: C-26819)",Affiliated College,Andhra Pradesh
355,"ADITYA DEGREE COLLEGE, PALAKOL (Id: C-26825)",Affiliated College,Andhra Pradesh
356,"Aditya Degree College, Santinagar, Kakinada (Id: C-26817)",Affiliated College,Andhra Pradesh
357,"Aditya Degree College, Thadithota, Rajahmundry, EG Dist (Id: C-26818)",Affiliated College,Andhra Pradesh
358,A.K.R.G. College (Id: C-24355),Affiliated College,Andhra Pradesh
359,A.K.R.G. DEGREE COLLEGE (Id: C-24096),Affiliated College,Andhra Pradesh
360,AKULA GOPAIAH DEGREE COLLEGE (Id: C-24309),Affiliated College,Andhra Pradesh
361,Al Ameer Institute of Management & Tech (Id: C-24299),Affiliated College,Andhra Pradesh
362,Amrutha Arts & Science Degree College (Id: C-24109),Affiliated College,Andhra Pradesh
363,Andhra Kesari Degree College (Id: C-23998),Affiliated College,Andhra Pradesh
364,Andhra Womens Sanskrit College (Id: C-23885),Affiliated College,Andhra Pradesh
365,ANNAPURNA DEGREE COLLEGE (Id: C-24120),Affiliated College,Andhra Pradesh
366,"A.S.Govt.Degree College for Women, Kakinada (Id: C-24046)",Affiliated College,Andhra Pradesh
367,A.S.N.Degree College for Women (Id: C-23938),Affiliated College,Andhra Pradesh
368,A.S.N.M. GOVT. DEGREE COLLEGE FOR MEN (Id: C-24463),Affiliated College,Andhra Pradesh
369,A.S.R. DEGREE COLLEGE (Id: C-24128),Affiliated College,Andhra Pradesh
370,"Avanthi Degree College, E.G Dist. (Id: C-39223)",Affiliated College,Andhra Pradesh
371,A.V.R. and V.P.R. Degree College (Id: C-23828),Affiliated College,Andhra Pradesh
372,B.G.B.S. COLLEGE FOR WOMEN (Id: C-24369),Affiliated College,Andhra Pradesh
373,Bh.S.R. & V.L.M. DEGREE COLLEGE (Id: C-24248),Affiliated College,Andhra Pradesh
374,BRILLIANTS DEGREE COLLEGE (Id: C-23948),Affiliated College,Andhra Pradesh
375,B.R.R. & G.K.R. CHAMBERS DEGREE COLLEGE (Id: C-24249),Affiliated College,Andhra Pradesh
376,B.S.R. Degree College (Id: C-24186),Affiliated College,Andhra Pradesh
377,C.B.R.Degree College (Id: C-24041),Affiliated College,Andhra Pradesh
378,Chaitanya College of Education (Id: C-23869),Affiliated College,Andhra Pradesh
379,Chaitanya Degree College (Id: C-24017),Affiliated College,Andhra Pradesh
380,"Chaitanya Degree College, Sivakodu (Id: C-24442)",Affiliated College,Andhra Pradesh
381,CHALLA SATYANARAYANA SARMA DEGREE COLLEGE (Id: C-24222),Affiliated College,Andhra Pradesh
382,Ch.S.D. St. THERESAS (A) COLLEGE FOR WOMEN (Id: C-23939),Affiliated College,Andhra Pradesh
383,Ch. S.D. St. Theresas College for Women (Id: C-24352),Affiliated College,Andhra Pradesh
384,CH.V.P.M.R. GOVT. DEGREE COLLEGE (Id: C-24068),Affiliated College,Andhra Pradesh
385,C.N.R. Degree College (Id: C-23967),Affiliated College,Andhra Pradesh
386,C.S.T.S. GOVT. KALASALA (Id: C-24166),Affiliated College,Andhra Pradesh
387,"Deepthi Degree College, Mamidikuduru (Id: C-33027)",Affiliated College,Andhra Pradesh
388,D.L.R.Degree College (Id: C-24122),Affiliated College,Andhra Pradesh
389,D.N.R. (A) COLLEGE (Id: C-23835),Affiliated College,Andhra Pradesh
390,D.N.R. GOVT. DEGREE COLLEGE FOR WOMEN (Id: C-24474),Affiliated College,Andhra Pradesh
391,Dr.B.R.Ambedkar Degree college (Id: C-24407),Affiliated College,Andhra Pradesh
392,Dr. B.V. RAJU INSTITUTE OF COMPUTER EDUCATION (Id: C-24227),Affiliated College,Andhra Pradesh
393,Dr. C.S.N. DEGREE COLLEGE (Id: C-23946),Affiliated College,Andhra Pradesh
394,Dr. C S N Degree & PG College (Id: C-24224),Affiliated College,Andhra Pradesh
395,Dr. C.S.N. Institute of Pharmacy (Id: C-24320),Affiliated College,Andhra Pradesh
396,D.R.G. DEGREE COLLEGE FOR WOMEN (Id: C-23954),Affiliated College,Andhra Pradesh
397,D.R.G.Govt.Degree College (Id: C-24138),Affiliated College,Andhra Pradesh
398,Dr.K.V.R.D & S.G.J.V.S.Degree College (Id: C-35412),Affiliated College,Andhra Pradesh
399,Dr. Maddigopalakrishna Reddy Degree College (Id: C-24242),Affiliated College,Andhra Pradesh
400,Dr.R.B.R.V.R.N.Edl.Academy Mahila Degree College (Id: C-24168),Affiliated College,Andhra Pradesh
401,Dr. SARVEPALLI RADHAKRISHNA DEGREE COLLEGE (Id: C-23834),Affiliated College,Andhra Pradesh
402,FLAIZ ADVENTIST COLLEGE (Id: C-24040),Affiliated College,Andhra Pradesh
403,"Gayatri Degree College, Kadiam, E.G.Dist. (Id: C-39220)",Affiliated College,Andhra Pradesh
404,G.B.R.Degree College (Id: C-24489),Affiliated College,Andhra Pradesh
405,G.K.R.V. Degree & P.G. College (Id: C-23912),Affiliated College,Andhra Pradesh
406,G.K.R.V.M.Degree College (Id: C-24228),Affiliated College,Andhra Pradesh
407,G.M.R. MEMORIAL VIDYARDHI COLLEGE (Id: C-24388),Affiliated College,Andhra Pradesh
408,"Govt. College, Rajahmundry (Id: C-24364)",Affiliated College,Andhra Pradesh
409,GOVT. DEGREE COLLEGE BUTTAIGUDEM (Id: C-24079),Affiliated College,Andhra Pradesh
410,GOVT. DEGREE COLLEGE CHINTALAPUDI (Id: C-23970),Affiliated College,Andhra Pradesh
411,"Govt. Degree College, Eluru (Id: C-24471)",Affiliated College,Andhra Pradesh
412,"Govt.Degree College, Jaggampeta (Id: C-24239)",Affiliated College,Andhra Pradesh
413,"Govt. Degree College, Kommavarapukota (Id: C-24065)",Affiliated College,Andhra Pradesh
414,"Govt.Degree College, Mandapeta (Id: C-24009)",Affiliated College,Andhra Pradesh
415,"Govt.Degree College, Pithapuram (Id: C-24058)",Affiliated College,Andhra Pradesh
416,"Govt.Degree College, Rajahmundry (Id: C-24448)",Affiliated College,Andhra Pradesh
417,"Govt.Degree College, Rampachodavaram (Id: C-24089)",Affiliated College,Andhra Pradesh
418,"Govt.Degree College, Ravulapalem (Id: C-23829)",Affiliated College,Andhra Pradesh
419,"Govt.Degree College, Razole (Id: C-24207)",Affiliated College,Andhra Pradesh
420,"Govt.Degree College, Seethanagaram (Id: C-23813)",Affiliated College,Andhra Pradesh
421,"Govt.Degree College, Tuni (Id: C-24102)",Affiliated College,Andhra Pradesh
422,"Govt. Degree College, Yelleswaram (Id: C-23965)",Affiliated College,Andhra Pradesh
423,Grace Degree College (Id: C-23875),Affiliated College,Andhra Pradesh
424,Harward College of Science & Technology (Id: C-24462),Affiliated College,Andhra Pradesh
425,Harward Degree College (Id: C-23944),Affiliated College,Andhra Pradesh
426,HIS Degree College (Id: C-24225),Affiliated College,Andhra Pradesh
427,Ideal College of Arts & Sciences (Id: C-24145),Affiliated College,Andhra Pradesh
428,J.C.Degree College (Id: C-23931),Affiliated College,Andhra Pradesh
429,K.A. & H.L. DEGREE COLLEGE (Id: C-23964),Affiliated College,Andhra Pradesh
430,K.G.R.L. COLLEGE (Id: C-24460),Affiliated College,Andhra Pradesh
431,KGRL College (PG Courses) (Id: C-24250),Affiliated College,Andhra Pradesh
432,K.P.R. & J.L. SIDDHARTHA DEGREE COLLEGE (Id: C-24287),Affiliated College,Andhra Pradesh
433,K.S.N.R. DEGREE COLLEGE (Id: C-24257),Affiliated College,Andhra Pradesh
434,LAMP Degree College (Id: C-24481),Affiliated College,Andhra Pradesh
435,LITTLE FLOWER DEGREE COLLEGE (Id: C-24485),Affiliated College,Andhra Pradesh
436,Little Rose Degree College (Id: C-24270),Affiliated College,Andhra Pradesh
437,Ln.G.V.Rao Modern Degree College (Id: C-24398),Affiliated College,Andhra Pradesh
438,LUTHERN DEGREE COLLEGE (Id: C-24495),Affiliated College,Andhra Pradesh
439,MAA COMMERCE & SCIENCE DEGREE COLLEGE (Id: C-24432),Affiliated College,Andhra Pradesh
440,Mahatma Gandhi Degree College (Id: C-23932),Affiliated College,Andhra Pradesh
441,MATTREDDY DEGREE COLLEGE (Id: C-24111),Affiliated College,Andhra Pradesh
442,Minarva Degree College (Id: C-23849),Affiliated College,Andhra Pradesh
443,Miriam College of Education (Id: C-23867),Affiliated College,Andhra Pradesh
444,Miriam Degree College (Id: C-24361),Affiliated College,Andhra Pradesh
445,Mohan Degree College (Id: C-24094),Affiliated College,Andhra Pradesh
446,Montessori Degree College (Id: C-23846),Affiliated College,Andhra Pradesh
447,"Mother College, (PG Courses) (Id: C-24379)",Affiliated College,Andhra Pradesh
448,Mother Degree College (Id: C-23995),Affiliated College,Andhra Pradesh
449,M.S.N.Degree College (Id: C-23926),Affiliated College,Andhra Pradesh
450,M.S.S.Degree College (Id: C-24062),Affiliated College,Andhra Pradesh
451,M.V.N.J.S & R.V.R Degree College (Id: C-23886),Affiliated College,Andhra Pradesh
452,N.G.R.Degree College (Id: C-24313),Affiliated College,Andhra Pradesh
453,NOVA DEGREE COLLEGE (Id: C-23984),Affiliated College,Andhra Pradesh
454,N.S.Z. COLLEGE OF MUSIC AND DANCE (Id: C-24059),Affiliated College,Andhra Pradesh
455,Padmasri Dr. B.V. Raju Institute of Computer Education (Id: C-24172),Affiliated College,Andhra Pradesh
456,P.E.S.Degree College (Id: C-24424),Affiliated College,Andhra Pradesh
457,"Pragathi Degree College, Kakinada, E.G.Dist. (Id: C-27197)",Affiliated College,Andhra Pradesh
458,Pragyna Degree college (Id: C-24280),Affiliated College,Andhra Pradesh
459,PRAKASAM DEGREE COLLEGE (Id: C-24362),Affiliated College,Andhra Pradesh
460,"Pratibha Degree College, Kuyyeru(v), Kajukuru(M), E.G.Dist. (Id: C-39219)",Affiliated College,Andhra Pradesh
461,"P.R.Govt.Degree College, Kakinada (Id: C-24020)",Affiliated College,Andhra Pradesh
462,PRIYADARSHINI DEGREE COLLEGE (Id: C-24219),Affiliated College,Andhra Pradesh
463,P.S.N. Murthy Degree College (Id: C-24028),Affiliated College,Andhra Pradesh
464,P.S.N.Murthy Degree College (Id: C-24331),Affiliated College,Andhra Pradesh
465,P.V.E.S. DEGREE COLLEGE FOR WOMEN (Id: C-24021),Affiliated College,Andhra Pradesh
466,P.V.R.Trust Degree College (Id: C-24330),Affiliated College,Andhra Pradesh
467,Rajamahendri Degree College for Women (Id: C-23930),Affiliated College,Andhra Pradesh
468,Rajiv Gandhi Degree College (Id: C-23906),Affiliated College,Andhra Pradesh
469,RAJIV INSTITUTE OF TECHNOLOGY AND MANAGEMENT STUDY (Id: C-23972),Affiliated College,Andhra Pradesh
470,Rankireddy Pattabhiramaiah Degree College (Id: C-24223),Affiliated College,Andhra Pradesh
471,R.R.D.S. GOVT. DEGREE COLLEGE (Id: C-24023),Affiliated College,Andhra Pradesh
472,Samhitha Degree College (Id: C-24347),Affiliated College,Andhra Pradesh
473,S.A.S. GOVT. DEGREE COLLEGE (Id: C-24456),Affiliated College,Andhra Pradesh
474,SASI DEGREE COLLEGE (Id: C-23882),Affiliated College,Andhra Pradesh
475,Sathabdhi Degree College (Id: C-24396),Affiliated College,Andhra Pradesh
476,S.C.I.M.Govt.Degree College (Id: C-24205),Affiliated College,Andhra Pradesh
477,S.D.V.R.R.Degree College (Id: C-24013),Affiliated College,Andhra Pradesh
478,"Siddardha Degree College, Tuni, East Godavari (Id: C-27189)",Affiliated College,Andhra Pradesh
479,"Siddhardha Degree College, Katrenikona, E.G.Dist. (Id: C-27188)",Affiliated College,Andhra Pradesh
480,"Siddhardha Degree College, P.Gannavaram, E.G.Dist (Id: C-34228)",Affiliated College,Andhra Pradesh
481,"SIDDHARTH DEGREE COLLEGE,West Godavari (Id: C-26838)",Affiliated College,Andhra Pradesh
482,SIR C.R.R. COLLEGE (Id: C-23921),Affiliated College,Andhra Pradesh
483,Sir CRR College for Women (Id: C-24319),Affiliated College,Andhra Pradesh
484,SIR C.R.R. COLLEGE FOR WOMEN (Id: C-23986),Affiliated College,Andhra Pradesh
485,S.K.B.R.Degree College (Id: C-23956),Affiliated College,Andhra Pradesh
486,S.K.R.S. ORIENTAL COLLEGE (Id: C-23940),Affiliated College,Andhra Pradesh
487,S.K.S.D. MAHILA KALASALA (Id: C-23857),Affiliated College,Andhra Pradesh
488,S.K.V.R.R. DEGREE COLLEGE (Id: C-23961),Affiliated College,Andhra Pradesh
489,S.K.V.T.Degree College (Id: C-24194),Affiliated College,Andhra Pradesh
490,S.M.B.T.A.V. & S.N. DEGREE COLLEGE (Id: C-24146),Affiliated College,Andhra Pradesh
491,Smt.Alluru Varahalamma Memorial Degree College (Id: C-23978),Affiliated College,Andhra Pradesh
492,Smt.Basava Mangayamma Memorial Degree College (Id: C-24118),Affiliated College,Andhra Pradesh
493,Smt.B.S.R.Degree College (Id: C-23908),Affiliated College,Andhra Pradesh
494,"Smt.B.S.R.Degree College, Gokavaram (Id: C-24185)",Affiliated College,Andhra Pradesh
495,Smt.D.A.Degree College (Id: C-24169),Affiliated College,Andhra Pradesh
496,Smt. GOTTUMUKKALA SARASWATHI DEGREE COLLEGE (Id: C-23991),Affiliated College,Andhra Pradesh
497,Smt.J.B.Degree College (Id: C-24384),Affiliated College,Andhra Pradesh
498,Smt.K.R.College for Women (Id: C-24254),Affiliated College,Andhra Pradesh
499,Smt.R.N.Memorial Degree College for Women (Id: C-24453),Affiliated College,Andhra Pradesh
500,Smt.Sakunthala Devi Degree College (Id: C-24478),Affiliated College,Andhra Pradesh
501,Smt. SKR Degree & PG College for (W) (Id: C-24354),Affiliated College,Andhra Pradesh
502,Smt. Sumathi Memorial Degree College (Id: C-24403),Affiliated College,Andhra Pradesh
503,S.N.M. Degree College (Id: C-24157),Affiliated College,Andhra Pradesh
504,SPACES Degree College (Id: C-24076),Affiliated College,Andhra Pradesh
505,S.P.V.S.Degree College (Id: C-24348),Affiliated College,Andhra Pradesh
506,SREE MARUTHI DEGREE COLLEGE (Id: C-24315),Affiliated College,Andhra Pradesh
507,Sree Siddhartha Degree College (Id: C-24328),Affiliated College,Andhra Pradesh
508,Sree Vidyaa Degree College (Id: C-23895),Affiliated College,Andhra Pradesh
509,SRI ABN & PRR COLLEGE OF SCIENCE (Id: C-24387),Affiliated College,Andhra Pradesh
510,SRI CHALAPATI DEGREE COLLEGE (Id: C-24192),Affiliated College,Andhra Pradesh
511,Sri Deepthi Mahila Degree College (Id: C-24327),Affiliated College,Andhra Pradesh
512,"SRI GOWTHAMI DEGREE COLELGE, NARSAPUR, W.G.DIST (Id: C-39496)",Affiliated College,Andhra Pradesh
513,Sri Gowthami Degree College (Id: C-23826),Affiliated College,Andhra Pradesh
514,"Sri Gowthami Degree College, Jinnuru(V) (Id: C-24480)",Affiliated College,Andhra Pradesh
515,Sri Kadali Narayana Murthy Degree College (Id: C-24231),Affiliated College,Andhra Pradesh
516,SRI KAKATIYA DEGREE COLLEGE (Id: C-24285),Affiliated College,Andhra Pradesh
517,SRI KARIBANDI SUBBARAO MEMORIAL DEGREE COLLEGE (Id: C-24084),Affiliated College,Andhra Pradesh
